<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BGXX,20231013,0.3437,0.3575,0.333,0.34,160000
BHACW,20231013,0.036,0.0451,0.036,0.0451,6400
BHAT,20231013,1.36,1.37,1.35,1.36,4600
BHF,20231013,48.6,48.83,47.21,47.59,281100
BHFAL,20231013,22.23,22.23,21.5578,21.62,15600
BHFAM,20231013,13.79,14,13.53,13.75,35100
BHFAN,20231013,16.18,16.3129,15.76,15.91,48600
BHFAO,20231013,23.66,23.73,22.5801,22.81,29500
BHFAP,20231013,21.7,21.9382,21.18,21.45,20100
BHRB,20231013,46.4,46.45,46.03,46.36,20700
BIAF,20231013,1.4238,1.4238,1.3274,1.3274,2600
BIB,20231013,47.53,47.6117,46.9501,47.48,8200
BIDU,20231013,126.93,127.92,124.58,125.18,2460200
BIGB,20231013,26.16,26.195,25.76,25.76,1700
BIGC,20231013,9.24,9.27,8.87,8.94,684100
BIGT,20231013,31.5,31.5,30.75,30.75,6900
BIIB,20231013,261.18,262.35,258.81,262.26,869800
BILI,20231013,13.67,13.89,13.52,13.66,3300000
BIMI,20231013,1.53,1.6698,1.53,1.58,6400
BIOC,20231013,1.03,1.06,0.97,1.02,58100
BIOL,20231013,1.71,1.79,1.7,1.7,38200
BIOR,20231013,1.87,1.98,1.83,1.83,36800
BIOX,20231013,10.74,10.79,10.52,10.61,20000
BIRD,20231013,0.941,0.9595,0.8824,0.9049,749300
BIS,20231013,22.72,22.76,22.6,22.6,1300
BITF,20231013,0.9557,0.98,0.919,0.9467,3406900
BITS,20231013,31.99,31.99,31.74,31.74,800
BIVI,20231013,3.45,3.58,3.35,3.53,69000
BJDX,20231013,3.81,3.9592,3.81,3.89,3900
BJK,20231013,38.79,38.79,38.39,38.4,3500
BJRI,20231013,21.95,22.27,21.64,22.27,330500
BKCC,20231013,3.45,3.4879,3.38,3.4,155400
BKCH,20231013,22.14,22.14,21.51,21.73,23500
BKIV,20231013,24.1255,24.1255,23.9696,23.9696,500
BKNG,20231013,3042.81,3067.47,2945.09,2950.08,273200
BKR,20231013,35.36,35.4,34.78,34.85,6614100
BKWO,20231013,25.4579,25.4579,25.4579,25.4579,0
BKYI,20231013,0.4951,0.5197,0.495,0.519,2700
BL,20231013,53.51,53.51,52.21,52.52,663100
BLAC,20231013,10.45,10.45,10.43,10.43,111900
BLBD,20231013,19.4,19.44,17.89,17.97,366500
BLCN,20231013,18.91,18.91,18.48,18.565,17200
BLDE,20231013,2.26,2.27,2.19,2.22,490800
BLDEW,20231013,0.21,0.21,0.2,0.2,4500
BLDP,20231013,3.68,3.73,3.6,3.64,1868100
BLEUW,20231013,0.02,0.02,0.017,0.017,600
BLFS,20231013,11.98,13.034,11.81,12.05,254400
BLFY,20231013,8.03,8.03,7.86,7.89,35200
BLIN,20231013,0.73,0.7599,0.7251,0.726,28700
BLKB,20231013,69.04,69.37,68.5,69.16,131600
BLLD,20231013,42.64,42.64,42.64,42.64,100
BLMN,20231013,22.86,23.09,22.75,22.85,872100
BLNK,20231013,3.11,3.175,3.03,3.06,1039700
BLPH,20231013,0.303,0.303,0.076,0.1025,14949000
BLRX,20231013,1.54,1.6097,1.5,1.6,602200
BLTE,20231013,31.89,32.33,30.5201,32,89000
BLUE,20231013,2.6,2.74,2.52,2.66,3848100
BLZE,20231013,5.37,5.4383,5.11,5.18,131900
BMBL,20231013,14.24,14.305,13.8301,13.97,2647000
BMEA,20231013,10.75,10.75,10.24,10.64,380000
BMR,20231013,1.42,1.628,1.3877,1.535,87400
BMRA,20231013,0.72,0.8,0.72,0.741,40400
BMRC,20231013,17.95,18.08,17.5,17.53,33200
BMRN,20231013,86.44,87.5,85.8901,86.34,507100
BND,20231013,69.53,69.56,69.35,69.45,5570200
BNDW,20231013,66.32,66.3213,66.17,66.27,22500
BNDX,20231013,47.97,47.99,47.91,47.96,1961200
BNGO,20231013,2.42,2.42,2.13,2.22,831800
BNIXW,20231013,0.0249,0.029,0.0222,0.0243,29300
BNMV,20231013,0.67,0.72,0.67,0.72,6900
BNOX,20231013,3.98,4.15,3.77,3.88,551300
BNR,20231013,0.99,1.1,0.9701,1.02,26400
BNRG,20231013,0.611,0.65,0.6101,0.65,20400
BNTC,20231013,3.2,3.49,3.15,3.41,42300
BNTX,20231013,107.78,108,103.01,103.58,859700
BOCN,20231013,10.74,10.77,10.74,10.77,1100
BOF,20231013,1.9121,1.9121,1.5103,1.7985,31900
BOKF,20231013,77.08,77.51,74.865,74.92,153400
BOLT,20231013,0.9796,0.9796,0.9501,0.96,22600
BON,20231013,0.4229,0.439,0.4045,0.4114,138700
BOOM,20231013,21.4,21.585,20.825,20.89,165000
BOSC,20231013,3.41,3.4101,3.23,3.28,18400
BOTJ,20231013,9.77,10.13,9.55,10.13,1500
BOTZ,20231013,24.53,24.65,24.21,24.29,699900
BOWN,20231013,10.25,10.25,10.25,10.25,200
BOWNU,20231013,10.39,10.39,10.39,10.39,100
BOXL,20231013,1.76,1.79,1.76,1.76,24100
BPMC,20231013,49.06,49.61,48,48.93,572300
BPOP,20231013,64.49,64.92,62.67,62.75,194600
BPOPM,20231013,25.1699,25.1699,25.01,25.01,2000
BPRN,20231013,29.55,29.6,29.54,29.6,3000
BPTH,20231013,0.89,1.08,0.62,0.75,123862300
BPTS,20231013,0.8204,0.95,0.8158,0.917,27700
BPYPM,20231013,13.285,13.5395,13.02,13.0201,8100
BPYPN,20231013,11.4,11.4,11.03,11.03,8000
BPYPO,20231013,12.25,12.41,12.1,12.1,10300
BPYPP,20231013,12.595,12.75,12.595,12.68,8200
BRAC,20231013,10.99,10.99,10.95,10.95,2300
BRAG,20231013,4.5,4.59,4.45,4.56,9300
BREA,20231013,1.05,1.05,1.04,1.04,200
BREZ,20231013,11.25,11.25,11.2,11.2,1000
BREZR,20231013,0.06,0.0655,0.0589,0.059,182500
BREZW,20231013,0.1692,0.1692,0.1484,0.1499,19800
BRFH,20231013,1.86,1.88,1.86,1.88,600
BRID,20231013,11.04,11.04,10.84,10.965,700
BRKHU,20231013,10.62,10.62,10.58,10.58,500
BRKHW,20231013,0.0127,0.0149,0.011,0.011,208600
BRKL,20231013,9.18,9.2,8.84,8.85,326300
BRKR,20231013,61.45,62.35,60.78,61.97,375300
BRLT,20231013,2.79,2.85,2.78,2.8,19000
BRNY,20231013,28.24,28.3,28.24,28.3,100
BROG,20231013,5.07,5.1,5.03,5.04,6700
BROGW,20231013,0.02,0.02,0.02,0.02,100
BRP,20231013,22.93,22.99,22.17,22.21,186700
BRQS,20231013,0.76,0.9,0.74,0.8806,230200
BRSH,20231013,0.883,0.8979,0.8535,0.8607,13100
BRSHW,20231013,0.005,0.0053,0.005,0.0053,10100
BRTX,20231013,2.1,2.245,2.1,2.21,9800
BRY,20231013,8.37,8.4891,8.331,8.4,639400
BRZE,20231013,46.77,46.77,44.93,45.61,996200
BSBK,20231013,7.57,7.57,7.395,7.43,2700
BSCN,20231013,21.27,21.28,21.27,21.28,287800
BSCO,20231013,20.72,20.74,20.71,20.73,296900
BSCP,20231013,20.17,20.17,20.14,20.14,663900
BSCQ,20231013,18.84,18.84,18.81,18.82,403800
BSCR,20231013,18.78,18.78,18.74,18.75,150700
BSCS,20231013,19.41,19.41,19.35,19.36,112200
BSCT,20231013,17.55,17.56,17.4941,17.515,63000
BSCU,20231013,15.61,15.6185,15.57,15.58,77500
BSCV,20231013,15.24,15.24,15.19,15.21,24200
BSCW,20231013,19.18,19.18,19.09,19.13,256200
BSCX,20231013,19.61,19.61,19.578,19.5934,4600
BSET,20231013,15,15.12,14.9101,15.06,5500
BSFC,20231013,0.2471,0.253,0.192,0.1998,15292500
BSGM,20231013,0.4802,0.5,0.4525,0.4649,105500
BSJN,20231013,23.55,23.56,23.53,23.56,137500
BSJO,20231013,22.57,22.57,22.475,22.48,71700
BSJP,20231013,22.54,22.54,22.4,22.42,160100
BSJQ,20231013,22.66,22.66,22.505,22.51,63300
BSJR,20231013,21.39,21.39,21.275,21.32,129400
BSJS,20231013,20.54,20.55,20.4,20.44,24200
BSJT,20231013,19.78,19.78,19.6536,19.66,3000
BSJU,20231013,23.94,24.02,23.69,23.69,17400
BSJV,20231013,24.37,24.37,24.3,24.3,200
BSMN,20231013,25.07,25.09,25.06,25.06,10100
BSMO,20231013,24.7293,24.7293,24.66,24.68,20900
BSMP,20231013,24.09,24.12,24.04,24.06,25600
BSMQ,20231013,23.08,23.0969,23.0611,23.0969,17400
BSMR,20231013,23.01,23.03,22.98,22.9963,15700
BSMS,20231013,22.69,22.72,22.66,22.72,23800
BSMT,20231013,22.2499,22.265,22.2,22.2154,16000
BSMU,20231013,21.02,21.11,20.98,21.0552,12100
BSMV,20231013,20.14,20.17,20.04,20.145,11400
BSMW,20231013,24.09,24.09,24.015,24.09,10400
BSQR,20231013,1.83,1.84,1.83,1.83,632500
BSRR,20231013,19.07,19.07,18.46,18.595,12300
BSSX,20231013,24.75,24.75,24.47,24.605,200
BSVN,20231013,22.52,22.52,22.2,22.28,7700
BSVO,20231013,18.03,18.0392,17.72,17.73,60400
BSY,20231013,53.05,53.06,52.21,52.38,1101500
BTAI,20231013,2.99,3.17,2.88,3.13,768500
BTBD,20231013,2.2,2.3,2.2,2.3,1400
BTBT,20231013,2.04,2.065,1.98,2.01,1863500
BTCS,20231013,0.92,0.92,0.89,0.8943,23700
BTCT,20231013,3.09,3.15,2.78,3.04,25700
BTCY,20231013,2.13,2.21,2.13,2.16,5700
BTDR,20231013,5.51,5.8999,3.5,4.5,798300
BTEC,20231013,27.98,28.0978,27.88,28.0978,500
BTF,20231013,9.93,9.93,9.84,9.885,46400
BTM,20231013,2.5,2.67,2.5,2.59,35100
BTMD,20231013,5.25,5.25,5.08,5.22,38400
BTMWW,20231013,0.1701,0.1725,0.17,0.17,3900
BTOG,20231013,1.52,1.54,1.4601,1.47,1500
BTTX,20231013,0.3,0.324,0.2823,0.3138,228100
BUG,20231013,24.24,24.37,23.8758,24.05,85900
BULD,20231013,18.565,18.565,18.565,18.565,100
BUSE,20231013,19.63,19.63,19.07,19.08,79100
BVFL,20231013,10.16,10.16,10.03,10.09,16500
BVS,20231013,2.98,3.05,2.85,2.89,97400
BWAQ,20231013,10.8273,10.8273,10.8209,10.8209,1100
BWAY,20231013,3.48,3.6218,3.48,3.56,42100
BWB,20231013,9.53,9.6414,9.34,9.38,20800
BWBBP,20231013,16.42,16.65,16.42,16.65,400
BWEN,20231013,3.3,3.3885,3.18,3.19,59100
BWFG,20231013,24.6115,24.71,24.03,24.385,6900
BWMN,20231013,27.26,27.43,26.05,26.16,26000
BWMX,20231013,17.19,17.45,16.8,17.12,31100
BWV,20231013,0.437,0.45,0.3925,0.4105,49300
BXRX,20231013,0.3178,0.3178,0.25,0.263,841200
BYFC,20231013,0.87,0.9,0.846,0.864,5600
BYND,20231013,8.36,8.7,8.3006,8.64,1659100
BYNOW,20231013,0.0415,0.0415,0.04,0.0401,9900
BYOB,20231013,14.7185,14.7185,14.62,14.62,800
BYRN,20231013,3.01,3.48,2.9,3.41,288600
BYSI,20231013,0.97,1.18,0.905,1,408700
BZ,20231013,15.55,15.755,15.48,15.65,1066100
BZFD,20231013,0.34,0.34,0.3133,0.3226,105600
BZFDW,20231013,0.033,0.0594,0.033,0.0594,7000
BZUN,20231013,3.02,3.09,3.01,3.07,231800
CAAS,20231013,3.42,3.51,3.37,3.4,22900
CABA,20231013,15.18,15.42,14.685,15.32,1246200
CAC,20231013,27.45,28.0487,26.78,26.82,68300
CACC,20231013,432.32,432.32,420.94,422.93,51900
CACG,20231013,41.74,41.74,41.26,41.37,2900
CACO,20231013,0.63,0.635,0.6208,0.6326,11000
CADL,20231013,0.9,0.9,0.87,0.9,21400
CAFG,20231013,20.35,20.35,20.2984,20.2984,1000
CAKE,20231013,28.87,29.32,28.67,28.99,729900
CALB,20231013,20.69,20.69,20.14,20.28,10000
CALC,20231013,2.19,2.19,1.95,2.1001,14600
CALM,20231013,49.25,49.89,49.09,49.56,1454400
CALT,20231013,17.51,17.8,16.21,17.35,13900
CALY,20231013,49.85,49.85,49.845,49.845,400
CAMP,20231013,0.25,0.2524,0.231,0.234,323600
CAMT,20231013,62.85,63.51,59.7601,59.91,442600
CAN,20231013,1.78,1.81,1.765,1.8,996300
CANC,20231013,22.7561,22.7561,22.7561,22.7561,100
CAPR,20231013,2.81,2.88,2.79,2.86,230300
CAR,20231013,179.17,181.19,173.03,173.55,399700
CARA,20231013,1.4,1.44,1.36,1.42,250800
CARE,20231013,11.34,11.34,10.72,10.88,69300
CARG,20231013,17.69,17.8,17.35,17.37,1160000
CARM,20231013,3.41,3.64,3.29,3.42,413000
CART,20231013,24.31,26.2,24.31,25.57,1738900
CARV,20231013,1.87,1.8887,1.82,1.82,19000
CARZ,20231013,51.7328,51.7328,50.765,51.04,3800
CASA,20231013,0.55,0.65,0.55,0.6436,106300
CASH,20231013,47.98,48.1,46.98,47.26,124400
CASI,20231013,2.78,2.78,2.62,2.62,4200
CASS,20231013,37.53,37.78,36.2301,36.5,30000
CASY,20231013,266.84,268.95,262.545,266.48,231200
CATC,20231013,60.56,60.675,58.21,58.39,33300
CATH,20231013,53.04,53.0585,52.46,52.56,27900
CATY,20231013,35.38,35.38,34.16,34.25,260700
CBAN,20231013,10.09,10.09,9.84,9.85,31700
CBAT,20231013,0.8,0.8075,0.79,0.79,42600
CBAY,20231013,12.6,13.7,12.32,13.48,2152600
CBFV,20231013,21.71,21.71,21.5,21.57,2300
CBIO,20231013,0.334,0.371,0.32,0.3378,914000
CBNK,20231013,19.43,19.67,19.24,19.67,6300
CBRL,20231013,67.17,68.4225,66.965,67.65,464400
CBSH,20231013,48,48.105,47.05,47.3,397400
CBUS,20231013,17.32,17.455,16.65,17.44,37200
CCAP,20231013,16.62,16.72,16.47,16.54,43200
CCB,20231013,42.23,42.23,41.35,42,24000
CCBG,20231013,29.65,29.71,29.16,29.19,26300
CCCC,20231013,1.85,1.995,1.79,1.99,336100
CCCS,20231013,12.54,12.57,12.29,12.3,3910700
CCD,20231013,18.6,18.69,18.3,18.37,53200
CCEP,20231013,57.4,58.04,57.23,58,1155300
CCG,20231013,5.72,6.99,5.5,6.72,167500
CCGWW,20231013,0.1255,0.14,0.1255,0.13,39300
CCLD,20231013,1.23,1.23,1.07,1.1,20000
CCLDO,20231013,19.38,19.38,17.44,18.54,1700
CCLDP,20231013,19.03,19.73,17.0002,17.75,33800
CCLP,20231013,1.31,1.35,1.3,1.35,30500
CCNE,20231013,18.33,18.33,17.905,17.96,32600
CCNEP,20231013,22.4,22.43,22.25,22.25,4800
CCOI,20231013,62.9,63.55,62.64,62.66,163900
CCRN,20231013,22.93,23.22,22.6,23,285900
CCSI,20231013,24.33,24.48,23.795,23.87,124200
CCSO,20231013,17.76,17.76,17.59,17.59,2100
CCTS,20231013,11.415,11.4394,10.87,10.88,1600
CD,20231013,8.4,8.47,8.39,8.42,3838700
CDAQ,20231013,10.53,10.54,10.52,10.53,799100
CDAQU,20231013,10.71,10.71,10.71,10.71,100
CDAQW,20231013,0.1454,0.1454,0.1454,0.1454,200
CDC,20231013,55.51,55.54,55.415,55.46,116900
CDIO,20231013,0.24,0.278,0.2302,0.2621,1080300
CDIOW,20231013,0.0351,0.0351,0.03,0.0316,10100
CDL,20231013,53.64,53.6794,53.38,53.5,9800
CDLX,20231013,12.55,12.7864,10.82,11.04,1207800
CDMO,20231013,8.14,8.413,8.08,8.23,603900
CDNA,20231013,5.36,5.695,5.19,5.65,1151300
CDNS,20231013,252.98,253.74,248.32,250.25,1306300
CDRO,20231013,3.04,3.2,2.94,3.08,5600
CDT,20231013,1.71,1.7925,1.67,1.76,16000
CDTX,20231013,0.89,1.0199,0.885,0.92,448500
CDW,20231013,211.23,211.58,205.7,207.26,937100
CDXC,20231013,1.33,1.35,1.3,1.31,33800
CDXS,20231013,1.91,2.02,1.87,1.99,594800
CDZI,20231013,2.84,2.92,2.8,2.84,127000
CDZIP,20231013,15.4,15.4,15.31,15.31,1100
CEAD,20231013,0.63,0.6616,0.63,0.6301,23800
CECO,20231013,16.41,16.98,15.8,16,334100
CEFA,20231013,26.58,26.58,26.5227,26.5227,400
CEG,20231013,116.77,117.39,112.99,113.69,1699400
CELC,20231013,9.18,9.99,9.18,9.95,68400
CELH,20231013,158.76,163.7,158.0784,163.67,778000
CELU,20231013,0.2823,0.33,0.28,0.2976,1572900
CELUW,20231013,0.04,0.0401,0.0206,0.0299,36400
CELZ,20231013,4.8904,5.16,4.8904,5.04,26500
CENN,20231013,0.216,0.22,0.2078,0.2189,1227800
CENT,20231013,43.27,43.74,43.06,43.68,27700
CENTA,20231013,39.18,39.68,38.855,39.56,94200
CENX,20231013,6.6,6.71,6.47,6.51,518500
CERE,20231013,23.23,23.64,22.24,22.37,2953600
CERS,20231013,1.26,1.3,1.235,1.29,962400
CERT,20231013,13.85,14.07,13.74,13.74,825100
CETU,20231013,10.45,10.45,10.45,10.45,2300
CETUU,20231013,10.67,10.67,10.67,10.67,100
CETX,20231013,4.8,4.9801,4.743,4.77,7000
CETXP,20231013,1.1,1.1001,0.95,1.01,2900
CETY,20231013,1.55,1.63,1.55,1.6,3600
CEVA,20231013,18.97,19.145,18.57,18.8,116000
CFA,20231013,67.94,67.95,67.37,67.57,4900
CFB,20231013,10.16,10.16,9.75,9.86,81200
CFBK,20231013,15.3,15.68,15.18,15.5,1400
CFFE,20231013,14.7,15.51,14.7,15.22,2300
CFFI,20231013,56.02,57.1,55.1,55.66,7200
CFFN,20231013,4.69,4.72,4.47,4.48,410900
CFFS,20231013,10.72,10.72,10.7,10.715,500
CFIV,20231013,10.63,10.63,10.63,10.63,700
CFIVU,20231013,10.5,10.5,10.5,10.5,10000
CFIVW,20231013,0.0398,0.0649,0.0398,0.05,7300
CFLT,20231013,31.1,31.39,28.965,29.32,3059300
CFO,20231013,58.68,58.7603,58.1803,58.31,34600
CFRX,20231013,0.5049,0.569,0.46,0.569,172500
CFSB,20231013,6.56,6.56,6.52,6.52,2700
CG,20231013,29.88,29.89,28.9,29.24,1259900
CGABL,20231013,16.85,16.95,16.6495,16.8,14400
CGBD,20231013,14.1,14.37,14.07,14.28,356100
CGC,20231013,0.685,0.7079,0.6709,0.7,16087000
CGEM,20231013,8.73,8.87,8.35,8.8,160100
CGEN,20231013,0.79,0.8499,0.7603,0.8379,85700
CGNT,20231013,4.86,4.87,4.615,4.73,466100
CGNX,20231013,39.24,39.49,37.99,38.26,1977100
CGO,20231013,8.61,8.7007,8.535,8.55,13800
CGTX,20231013,1.24,1.24,1.11,1.12,33100
CHB,20231013,7.91,7.91,7.91,7.91,100
CHCI,20231013,4.32,4.4899,4.31,4.48,2100
CHCO,20231013,92.23,92.27,89.99,90.3,41800
CHDN,20231013,109.59,110.3299,108.84,110.01,255900
CHEA,20231013,10.85,10.85,10.85,10.85,500
CHEF,20231013,17.79,19.18,17.555,19.1,1163300
CHEK,20231013,3.32,3.44,3.29,3.31,9700
CHI,20231013,10.76,10.7987,10.47,10.54,164900
CHK,20231013,89.75,89.92,88.87,88.92,1280600
CHKP,20231013,134.93,135.38,133.64,134.31,1135100
CHMG,20231013,40.61,40.61,40.39,40.39,2200
CHNA,20231013,14.42,14.728,14.42,14.72,400
CHNR,20231013,1.7,1.7,1.7,1.7,300
CHPS,20231013,23.3783,23.3783,23.3783,23.3783,100
CHRD,20231013,165.35,169.33,165.07,168.62,555200
CHRS,20231013,3.69,3.81,3.6,3.81,2079600
CHRW,20231013,84.92,86.18,83.93,84,1233900
CHSCL,20231013,25.19,25.4576,25.1,25.32,23500
CHSCM,20231013,24.4,24.6399,24.17,24.28,28900
CHSCN,20231013,24.88,24.98,24.5,24.59,28900
CHSCO,20231013,25.9,25.9685,25.75,25.77,8400
CHSCP,20231013,29.77,29.99,29.75,29.75,7800
CHSN,20231013,2.95,3.07,2.82,3.07,8200
CHTR,20231013,449.76,451.9,445.335,449.27,752600
CHUY,20231013,31.88,32.25,31.6,32.11,102800
CHW,20231013,5.52,5.52,5.44,5.455,141100
CHX,20231013,34.07,34.21,33.47,33.6,878800
CHY,20231013,11.32,11.36,11.1701,11.22,143000
CIBR,20231013,46.34,46.46,45.7434,46.04,315400
CID,20231013,29.48,29.48,29.48,29.48,100
CIFR,20231013,2.42,2.44,2.36,2.4,409300
CIFRW,20231013,0.34,0.44,0.3275,0.33,18800
CIGI,20231013,94.39,94.69,91.27,91.42,85600
CIL,20231013,37.56,37.58,37.56,37.58,100
CINF,20231013,102.31,103.1538,101.33,101.8,552700
CING,20231013,0.579,0.6094,0.505,0.5151,95700
CIRC,20231013,48.65,48.65,48.65,48.65,100
CISO,20231013,0.1242,0.132,0.123,0.125,1779100
CISS,20231013,0.5161,0.6384,0.4156,0.4334,5736700
CITEW,20231013,0.0508,0.0508,0.0508,0.0508,100
CIVB,20231013,15.4374,15.455,15.34,15.36,8400
CIZ,20231013,28.58,28.58,28.48,28.57,21100
CIZN,20231013,10.315,10.315,10.13,10.13,2500
CJET,20231013,2.125,2.3,2.1002,2.29,58700
CJJD,20231013,0.24,0.253,0.2366,0.2489,129700
CKPT,20231013,1.8,1.89,1.71,1.87,155800
CLAR,20231013,5.65,5.91,5.6,5.86,317900
CLAY,20231013,11.1,11.1,11.1,11.1,100
CLBK,20231013,15.94,15.97,15.55,15.59,71900
CLBT,20231013,7.08,7.095,6.95,7.02,441200
CLBTW,20231013,1.09,1.11,0.9801,0.9801,324200
CLDX,20231013,26.53,27.005,25.53,26.14,562300
CLEU,20231013,0.24,0.2499,0.232,0.245,198900
CLFD,20231013,25.6,25.645,24.33,24.56,186000
CLGN,20231013,5.31,5.4352,5.17,5.17,3400
CLIN,20231013,10.61,10.61,10.61,10.61,200
CLINR,20231013,0.1318,0.14,0.1158,0.14,14900
CLIR,20231013,1.07,1.084,1.03,1.05,15600
CLLS,20231013,1.45,1.45,1.38,1.38,16400
CLMB,20231013,45.64,45.94,43.325,43.33,16500
CLMT,20231013,17.2,17.39,16.91,17.09,102300
CLNE,20231013,3.87,3.9,3.795,3.85,1761500
CLNN,20231013,0.51,0.5274,0.4855,0.509,213200
CLOA,20231013,51.09,51.12,51.07,51.12,3400
CLOE,20231013,11.4,11.52,11.39,11.52,300
CLOU,20231013,18.71,18.71,18.32,18.42,115500
CLOV,20231013,1.02,1.05,1.01,1.03,1786900
CLPS,20231013,0.9999,1,0.9606,0.9606,1900
CLPT,20231013,4.54,4.64,4.52,4.63,56700
CLRB,20231013,2.65,2.7403,2.56,2.59,39700
CLRCW,20231013,0.0326,0.0436,0.029,0.0426,3300
CLRG,20231013,32.169,32.169,32.09,32.165,2100
CLRO,20231013,0.7424,0.75,0.72,0.723,20500
CLSA,20231013,18.37,18.37,18.36,18.37,6300
CLSC,20231013,19.23,19.235,19.23,19.235,1600
CLSD,20231013,0.86,0.895,0.8514,0.861,55900
CLSK,20231013,3.64,3.66,3.48,3.52,6258000
CLSM,20231013,19.7,19.7041,19.68,19.695,18700
CLST,20231013,11.45,11.49,11.32,11.32,2200
CLVR,20231013,2.8,2.92,2.76,2.81,10400
CLVRW,20231013,0.0103,0.0193,0.0103,0.019,3500
CLWT,20231013,1.33,1.34,1.25,1.34,8500
CMAX,20231013,2.58,2.68,2.4286,2.66,138100
CMAXW,20231013,0.2566,0.2566,0.23,0.23,1700
CMBM,20231013,5.19,5.28,4.99,5.06,521200
CMCA,20231013,10.78,10.81,10.78,10.78,41200
CMCAW,20231013,0.0403,0.0403,0.0402,0.0402,300
CMCO,20231013,35.28,36.01,33.68,33.96,78600
CMCSA,20231013,43.9,44.07,43.505,43.81,16559100
CMCT,20231013,4.05,4.14,4.05,4.07,22000
CME,20231013,220.82,221.76,217.555,219.38,1771600
CMLS,20231013,5.32,5.32,5.1597,5.23,29700
CMMB,20231013,0.93,0.93,0.85,0.889,15100
CMND,20231013,0.1699,0.186,0.1551,0.179,4547800
CMPO,20231013,6.21,6.26,6.115,6.25,80000
CMPR,20231013,66.9,68.53,64.98,65.1,77500
CMPS,20231013,5.87,6.02,5.65,5.99,422600
CMPX,20231013,1.86,1.95,1.8211,1.91,149300
CMRA,20231013,0.295,0.3233,0.2501,0.307,560900
CMRAW,20231013,0.028,0.028,0.028,0.028,300
CMRX,20231013,0.97,1.02,0.9695,0.9844,403100
CMTL,20231013,9.98,10.9,9.65,10.37,1504000
CNCR,20231013,10.22,10.335,10.14,10.335,2800
CNDT,20231013,3.31,3.395,3.22,3.29,1335100
CNET,20231013,0.97,0.99,0.8118,0.9297,7100
CNEY,20231013,0.107,0.1125,0.104,0.1077,2051200
CNFR,20231013,1.23,1.23,1.23,1.23,100
CNGLW,20231013,0.0171,0.0196,0.0082,0.0089,788800
CNOB,20231013,17.88,17.97,17.18,17.3,89800
CNOBP,20231013,16.5,16.7,16.5,16.51,2400
CNSL,20231013,3.57,3.62,3.515,3.53,192800
CNSP,20231013,1.1002,1.47,1.1002,1.35,104600
CNTA,20231013,6.25,6.425,5.94,6.01,22600
CNTB,20231013,0.93,0.93,0.84,0.8682,9200
CNTG,20231013,1.02,1.06,1.02,1.05,5400
CNTX,20231013,1.28,1.3401,1.24,1.29,14900
CNTY,20231013,4.91,4.91,4.73,4.77,98600
CNVS,20231013,1.18,1.184,1.122,1.13,23100
CNXA,20231013,1.84,2.029,1.65,1.79,241000
CNXC,20231013,80.2,80.415,78.97,79.15,448200
CNXN,20231013,54.37,54.82,53.1,53.68,58400
COCH,20231013,2.3,2.71,2.1501,2.4,17400
COCO,20231013,25.42,26.29,25.37,26.28,644600
COCP,20231013,1.8948,1.8948,1.8001,1.84,16300
CODA,20231013,6.36,6.56,6.27,6.56,11800
CODX,20231013,1.09,1.1,1.04,1.06,36600
COEP,20231013,1.2399,1.2399,1.18,1.22,44700
COEPW,20231013,0.03,0.03,0.021,0.03,10100
COFS,20231013,16.42,17.075,16.02,16.67,28000
COGT,20231013,9.33,9.725,9.19,9.52,471900
COHU,20231013,35.72,35.92,34.58,34.69,217400
COIN,20231013,75,75.19,72.1,73.43,6163500
COKE,20231013,632.05,632.05,614.22,621.53,42800
COLB,20231013,20.34,20.4,19.535,19.61,1255700
COLL,20231013,22.74,22.75,21.59,21.9,391300
COLM,20231013,71.1,71.83,70.39,71.77,291400
COMM,20231013,2.51,2.63,2.33,2.36,4384700
COMS,20231013,0.84,1,0.74,0.82,137400
COMSP,20231013,2.1,2.25,1.73,1.73,5900
COMT,20231013,28.69,28.95,28.59,28.91,321200
CONL,20231013,10.19,10.19,9.5725,9.83,144300
CONN,20231013,3.34,3.34,3.21,3.27,59600
CONX,20231013,10.4,10.4,10.38,10.38,68400
CONXW,20231013,0.12,0.13,0.12,0.12,32500
COO,20231013,311.96,326.03,310.41,325.54,550200
COOL,20231013,10.971,10.971,10.971,10.971,300
COOLW,20231013,0.105,0.11,0.105,0.105,2600
COOP,20231013,54.68,54.88,53.69,53.99,323200
COPJ,20231013,16.9,16.9,16.8456,16.8456,600
CORT,20231013,27.75,28.44,27.27,27.56,742900
COSM,20231013,1.27,1.29,1.22,1.25,220200
COST,20231013,563.85,567.44,561.98,566.84,1244100
COWG,20231013,21.92,21.92,21.74,21.77,4100
COWS,20231013,24.11,24.12,24.0701,24.0701,600
COYA,20231013,4.93,5.26,4.835,5,121700
CPHC,20231013,20,20.29,20,20.29,1200
CPIX,20231013,2.059,2.115,2.04,2.04,9600
CPLP,20231013,14.21,14.75,14.1,14.34,18500
CPOP,20231013,0.36,0.3601,0.3153,0.349,11900
CPRT,20231013,46.13,46.52,45.389,45.75,2832200
CPRX,20231013,12.84,13.415,12.72,12.78,1525500
CPSH,20231013,2.74,2.81,2.63,2.63,9500
CPSI,20231013,15.31,15.43,14.34,14.35,124000
